"pval","Variance_hat","Variance_hat_comp1","Variance_hat_comp2","sdVariance_hat","Median_Variance","Median_Variance_comp1","Median_Variance_comp2","Q1_Variance","Q3_Variance","Method","delta","sigma"
0.0021166679829689,0.00250433689857804,0.00269118225823614,0.00231749153891994,0.00145781025895571,0.00188536019953008,0.00205200710465727,0.00183108622371591,0.00155583661253562,0.00238035337231733,"Individual hi",0.05,0.1
0.445751182066495,0.0078293909344331,0.008093625836749,0.0075651560321172,0.00178083641295755,0.00735116108852818,0.00751680574512148,0.00726480479989026,0.00635325584170243,0.0087275321446948,"Change Point",0.05,0.1
0.0143034618083121,0.00334851534321672,0.00376512495694972,0.00293190572948372,0.00173074750977338,0.00236933462058989,0.00310978578657284,0.00231073559318798,0.00227450323672167,0.00376449129935632,"Individual hi",0.125,0.1
0.0274600516780803,0.00928581736567318,0.00972414366260951,0.00884749106873686,0.0020179937071052,0.00866814568058776,0.00904221894778149,0.00830566926760677,0.00761444374179453,0.0103301690093346,"Change Point",0.125,0.1
0.122935543617874,0.00358277653113127,0.0040659742990709,0.00309957876319163,0.00176015741165718,0.00339933990366566,0.00355286386461829,0.00282987677995744,0.00227094448574672,0.00374381698753523,"Individual hi",0.2,0.1
0.509409932556162,0.0124005623377499,0.0131082096976395,0.0116929149778604,0.00227853883938262,0.0122785912090629,0.0127489154982428,0.0116681344351669,0.0103976597929055,0.0136904573420081,"Change Point",0.2,0.1
0.489144969612256,0.00515258530417492,0.00586076918813722,0.00444440142021262,0.00165430999501517,0.00481986121726529,0.00518519133074072,0.00396371987856537,0.00395459848156405,0.00540270154199048,"Individual hi",0.275,0.1
0.525488863520442,0.0181252385912998,0.0190434693946741,0.0172070077879255,0.0024094902700295,0.0175694052315203,0.0178854477998613,0.016979573166157,0.0164535638753824,0.0190115937005323,"Change Point",0.275,0.1
0.450647728569338,0.00505686713132667,0.00579760777157827,0.00431612649107507,0.0015293874195788,0.00478320651662803,0.00515448591240627,0.00381703889255786,0.00373906198260316,0.0059535470955619,"Individual hi",0.35,0.1
0.342676826028375,0.0249616448388506,0.0258830926316541,0.0240401970460471,0.00258662608268557,0.0242897053386086,0.025478791421611,0.0239300195628148,0.0233168842262368,0.0260110195920741,"Change Point",0.35,0.1
0.439543473404493,0.00499184137511257,0.00572558484796769,0.00425809790225744,0.00154794264361538,0.00468663386079333,0.00506339065579746,0.00369369939823794,0.00371429764155579,0.0058501814834519,"Individual hi",0.36,0.1
0.142655476102766,0.0259732297368638,0.0268424393873014,0.0251040200864262,0.00274323337739809,0.0253484712072969,0.0261394264033023,0.0248413648535916,0.0241551117853815,0.0271788387320686,"Change Point",0.36,0.1
0.409862442266491,0.00485983435267377,0.00556243960135673,0.00415722910399081,0.00162735477986851,0.00449636778397434,0.00492799388708172,0.00341333014337211,0.00341666512422504,0.00577020808440549,"Individual hi",0.386666666666667,0.1
0.434969344482163,0.0288400855987916,0.0295405588397033,0.0281396123578798,0.00310163189652674,0.0282371408851883,0.0285767850310072,0.0276380621715011,0.0263696309836812,0.0306375613345359,"Change Point",0.386666666666667,0.1
0.23012545555453,0.00482328680491831,0.00548241651776601,0.0041641570920706,0.00179128128336987,0.00432126845194182,0.00489162083673572,0.00332703250206557,0.00333031382378334,0.00582968351408337,"Individual hi",0.413333333333333,0.1
0.354634942669073,0.0316727274817629,0.0318969149224528,0.0314485400410729,0.00375046857738739,0.0306223423447685,0.0304532139445082,0.0307838906560718,0.0285489493668104,0.0337024079377513,"Change Point",0.413333333333333,0.1
0.214083004660037,0.00487948892005547,0.00548585214875105,0.0042731256913599,0.00209827533957957,0.00421876773859749,0.00480917795392885,0.00322643504957814,0.00324927266169277,0.00578370509664323,"Individual hi",0.44,0.1
0.0704466558194721,0.0344122318596723,0.0341311137860289,0.0346933499333158,0.00436258268413416,0.0339954624137804,0.033586600475968,0.0342702724071799,0.0311553833226896,0.0375657223283783,"Change Point",0.44,0.1
0.202762897653229,0.00500637115875374,0.00555053412701339,0.00446220819049409,0.00256876143712514,0.00419572612060626,0.00472873675316426,0.00320734598562907,0.0032285773260089,0.00575571047280734,"Individual hi",0.466666666666667,0.1
0.127534653642072,0.0368391806030067,0.0356222058549542,0.0380561553510591,0.00497294130608587,0.0364186879797883,0.0357574824502579,0.0367017703987339,0.0343533600477781,0.0385801983927762,"Change Point",0.466666666666667,0.1
0.196115515115233,0.00517821627204192,0.0056539009796403,0.00470253156444354,0.00318340623810097,0.0041865895263508,0.00467821666982425,0.0031885673483105,0.00319494691824698,0.00567594819538722,"Individual hi",0.493333333333333,0.1
0.00666749462815117,0.0388156018022427,0.037120604371549,0.0405105992329365,0.00629131156710294,0.0392598968315688,0.0382299515839971,0.039731045927354,0.0350311339725468,0.0417318871267177,"Change Point",0.493333333333333,0.1
0.192940139361539,0.0053676026964657,0.00577732049216088,0.00495788490077053,0.00390147777220927,0.00418807621766056,0.00467246728471312,0.00319285399173695,0.00319931064692348,0.00557714718470762,"Individual hi",0.52,0.1
0.0770253294809679,0.0401179510741927,0.0377399631405326,0.0424959390078529,0.00871275282007918,0.0407785453529871,0.0400138949052296,0.044527731510172,0.0332910919759064,0.0455059301603757,"Change Point",0.52,0.1
0.192428494841302,0.00555685906997421,0.00591730266615303,0.00519641547379539,0.00467061647127676,0.00423457451185396,0.00471223505099475,0.00321860943307739,0.00323462057643309,0.00551011370343962,"Individual hi",0.546666666666667,0.1
0.500222387657405,0.0415998940966811,0.0391371582682998,0.0440626299250625,0.0111513836655854,0.0419533632758483,0.0419533632758483,0.0423234940892693,0.0324757706673542,0.0504811072155596,"Change Point",0.546666666666667,0.1
0.193663402164102,0.00573150410683038,0.00607133068459679,0.00539167752906398,0.00543288140884812,0.0043093916745915,0.00478882463087278,0.00326082064183939,0.00328066647440285,0.0055506970450698,"Individual hi",0.573333333333333,0.1
0.0243193145818988,0.0424706920939955,0.0400818906720322,0.0448594935159588,0.0134567552485314,0.0411836741161176,0.0440756654833394,0.0380303977509384,0.0324873331690768,0.0545053452174762,"Change Point",0.573333333333333,0.1
0.19630574803725,0.00588747765761496,0.00624214515507751,0.00553281016015241,0.00614350385170311,0.00440417644851008,0.00487293239942298,0.00331931564460652,0.00333821175072238,0.00556061829602787,"Individual hi",0.6,0.1
0.736168873220472,0.041586089325168,0.0405574607187042,0.0426147179316318,0.0155540854596473,0.0401275926333903,0.0439031438124805,0.0372037014188516,0.0293669226640592,0.0497668478748123,"Change Point",0.6,0.1
0.200151756150623,0.00602278193613418,0.0064271917291322,0.00561837214313615,0.00676518555916025,0.00453341763022363,0.00497638467456892,0.00339762368717969,0.0034159368197998,0.00554630675380911,"Individual hi",0.626666666666667,0.1
0.0561729412799975,0.0409671923831017,0.0403814907101536,0.0415528940560499,0.0181659342946939,0.0386201248390223,0.0408248169510145,0.0349397701901207,0.0264374996907749,0.0525668906084781,"Change Point",0.626666666666667,0.1
0.205116649010546,0.00613686358392135,0.00662001331026103,0.00565371385758168,0.00726534186095158,0.0046628730611894,0.00508722073807448,0.00348323275967755,0.00349762631912273,0.00553267618977184,"Individual hi",0.653333333333333,0.1
0.0199215332258209,0.040348280937022,0.0406872342799174,0.0400093275941265,0.0206595142452235,0.0373374651893924,0.0390340839685339,0.033669356361501,0.024273348418535,0.0516429632754012,"Change Point",0.653333333333333,0.1
0.231397982436282,0.00622842923030757,0.00681010630411286,0.00564675215650228,0.00761601709696229,0.0047880393251686,0.00518898539003528,0.00357286192716057,0.00358109235405353,0.00556085666599352,"Individual hi",0.68,0.1
0.132115328076329,0.0395086775325945,0.040687745654796,0.038329609410393,0.0228041802384037,0.0349334252331291,0.0370025894542459,0.0319455299919038,0.0216907627511427,0.0501354177043072,"Change Point",0.68,0.1
0.238814860469505,0.00629817257473581,0.00698708255099871,0.00560926259847291,0.00779691145014172,0.00494200287857579,0.00529920444857763,0.00366709630152063,0.00366828087495278,0.00567719662357082,"Individual hi",0.706666666666667,0.1
0.165802529945816,0.0378937404113365,0.040052259374741,0.035735221447932,0.0249540356338128,0.0304501796863595,0.0349717140975358,0.0237366111593903,0.0180907106796266,0.048174920025269,"Change Point",0.706666666666667,0.1
0.24732581099602,0.00634700026011937,0.00714233288813796,0.00555166763210079,0.00779615683605723,0.00508943322871434,0.00541477300027579,0.00376429400115049,0.00377059817347559,0.00576064493547549,"Individual hi",0.733333333333333,0.1
0.0133964595269665,0.0360708233448851,0.0393606049119588,0.0327810417778114,0.02719242579309,0.0240917155631268,0.0329014034532828,0.0201519840012435,0.0164921389139045,0.0451937335643567,"Change Point",0.733333333333333,0.1
0.256834754330149,0.00637750299100355,0.00726993434250188,0.00548507163950522,0.00762024772599894,0.00522668763066663,0.00553306052234999,0.003863285300529,0.0038773339326203,0.00587071895973996,"Individual hi",0.76,0.1
0.0055343958024917,0.0347920381501057,0.0395483152727704,0.030035761027441,0.0291804968042833,0.0217870469450299,0.0309887328888241,0.0182550237895173,0.0150025527139257,0.0412083457961444,"Change Point",0.76,0.1
0.267265682187841,0.00639181613010638,0.00736613919568543,0.00541749306452732,0.00728334915326108,0.00536940312786285,0.00565217303323706,0.00396192342145465,0.00398362242195531,0.00602632415071671,"Individual hi",0.786666666666667,0.1
0.764903860785784,0.0331358020463035,0.0378996204298448,0.0283719836627622,0.0305349822498553,0.0188600813211639,0.0269413986540694,0.0163562165532285,0.0138223526088046,0.0363569742651936,"Change Point",0.786666666666667,0.1
0.278803909753945,0.00639697288370717,0.00743634494437611,0.00535760082303823,0.00682146107033481,0.00548766584908762,0.00579318464500407,0.00405011775590195,0.00407202710792479,0.00617672688893973,"Individual hi",0.813333333333333,0.1
0.0808546560911206,0.0318639289174606,0.0364959869746073,0.027231870860314,0.0317945348882788,0.0176161380449166,0.0226407430387101,0.0149593286336724,0.0131223703829866,0.0333514802994762,"Change Point",0.813333333333333,0.1
0.390489429535444,0.00639822937968225,0.00748579520307965,0.00531066355628485,0.00627239670273707,0.00560675887449761,0.00593559720124967,0.00414903056729169,0.00416278789413503,0.00632343458592698,"Individual hi",0.84,0.1
0.344187320598233,0.030612222809286,0.0352234411664005,0.0260010044521716,0.032490354246626,0.0155344267233062,0.0208187567078257,0.0132208264020143,0.0119920463819319,0.0304834285886794,"Change Point",0.84,0.1
0.40872775820756,0.00639849409526606,0.00751876691777669,0.00527822127275543,0.00567163234738694,0.00575080317263692,0.00607843102311229,0.00424693569563329,0.00425274380783131,0.00646941011216799,"Individual hi",0.866666666666667,0.1
0.035524929616392,0.0292075817353396,0.0338824183922365,0.0245327450784426,0.032614937702084,0.0142642440986491,0.0192204883933249,0.0116043400193569,0.0116045509601737,0.0261861976448958,"Change Point",0.866666666666667,0.1
0.428853707079244,0.0064037531999076,0.00754465858746518,0.00526284781235001,0.00506051521349906,0.00588521779774387,0.0062276721738349,0.00434476591293893,0.00434690048222958,0.00661559385175944,"Individual hi",0.893333333333333,0.1
0.670712112586261,0.0278359817887545,0.0323333787281723,0.0233385848493367,0.0324755438372526,0.0136159219676235,0.0178467446716709,0.0104840218176423,0.010488250501624,0.0241115567069401,"Change Point",0.893333333333333,0.1
0.450661354303215,0.00641580396961227,0.00756837826321635,0.0052632296760082,0.0044696568432439,0.0060437802493948,0.00636910389993044,0.00442761849915267,0.00443066256994374,0.00672678172472842,"Individual hi",0.92,0.1
0.00921164147105463,0.0268152822582966,0.0309756006213026,0.0226549638952905,0.032628527018918,0.012962871505849,0.0166896689017615,0.00991819189189303,0.00992304846921661,0.0222540892175256,"Change Point",0.92,0.1
0.474015259230033,0.00643644069041922,0.00759468820397475,0.0052781931768637,0.00392174465390009,0.00617156975099119,0.0065091505756422,0.00450835163927083,0.00451124230059731,0.00684465484873235,"Individual hi",0.946666666666667,0.1
