"pval","Variance_hat","Variance_hat_comp1","Variance_hat_comp2","sdVariance_hat","Median_Variance","Median_Variance_comp1","Median_Variance_comp2","Q1_Variance","Q3_Variance","Method","delta","sigma"
0.000118514467735763,0.0018118539515585,0.00186811043261721,0.0017555974704998,0.000807615647949438,0.00158210733211154,0.00159201811418045,0.00156640791840418,0.00152054439728469,0.00177281438389383,"Individual hi",0.05,0.1
0.030340040859958,0.00630082062219682,0.00639473990275135,0.00620690134164229,0.000958247864559264,0.00620213077785164,0.00631200616910495,0.00618343861159641,0.00585383227981148,0.00652543453366507,"Change Point",0.05,0.1
0.00497217829585872,0.00355897235978867,0.00378764002962204,0.00333030468995529,0.00111404196527826,0.00320237200385269,0.00370618965700948,0.00311002362975311,0.00280587451442232,0.00420238129003532,"Individual hi",0.125,0.1
0.439566802729522,0.00945785627031339,0.00979133290216091,0.00912437963846587,0.00172254034244529,0.0090755801432858,0.00965910544420304,0.00891129767890751,0.0081555745906175,0.0108206213145796,"Change Point",0.125,0.1
0.00804628178681246,0.00363363903785362,0.00381487240204279,0.00345240567366446,0.000993793475723009,0.00354735753589414,0.00377720331968417,0.00349734247762711,0.00291528718573546,0.00396710552408793,"Individual hi",0.2,0.1
0.249235103973751,0.0140608323345334,0.0144817328529552,0.0136399318161116,0.00258457121095693,0.0149047684637316,0.0156671137374814,0.0140798439715482,0.0118648385197479,0.016035086610903,"Change Point",0.2,0.1
0.0385202518538906,0.00460736572482773,0.00488444050657582,0.00433029094307965,0.000878269521146461,0.00441222509472352,0.00496172879194399,0.00436816635723962,0.00386855514759939,0.00501586874286789,"Individual hi",0.275,0.1
0.0181746050507804,0.0209605328126915,0.0215301033038581,0.0203909623215249,0.00201206256759737,0.0212181552570504,0.021963377326775,0.0204467249976955,0.0199566515275967,0.0222219874556299,"Change Point",0.275,0.1
0.0463536083951823,0.00433391948280827,0.00474114897237661,0.00392668999323993,0.00152899412999751,0.00370253898561638,0.00420928220418509,0.00367415324853852,0.00328565018639209,0.00450806315133397,"Individual hi",0.35,0.1
0.167134102345223,0.0286702639479167,0.0283684678561967,0.0289720600396367,0.00312099005311992,0.0292412703926484,0.0301472915651185,0.0290028900187216,0.0270187330604504,0.0310060485276319,"Change Point",0.35,0.1
0.0477244660029924,0.00427458146119409,0.00469846078898174,0.00385070213340644,0.00159833005596386,0.00364163619748571,0.0041444492723688,0.00356061877441001,0.00323918789896205,0.00439233136456046,"Individual hi",0.36,0.1
0.0385159247541999,0.029750865774344,0.0292742730333795,0.0302274585153084,0.0038053998617241,0.0307430479050128,0.0312046274127035,0.0300181179403829,0.0278509300880926,0.0319586354012122,"Change Point",0.36,0.1
0.0529780729969352,0.00412459807183686,0.00458276515259419,0.00366643099107952,0.00174341908617154,0.00351984927192375,0.00404387785689562,0.00343911155015581,0.003161712905814,0.00420590342538407,"Individual hi",0.386666666666667,0.1
0.0669519116595564,0.0316316338340688,0.0309643420844607,0.0322989255836768,0.0060091929412929,0.0322895531561113,0.0336779798483609,0.0322000883844413,0.0277618070472921,0.0355546121270816,"Change Point",0.386666666666667,0.1
0.05929978748154,0.00400419278191837,0.00448105707203139,0.00352732849180534,0.00185797125193877,0.00345530980401899,0.00402009420137824,0.00328383220875425,0.00313188919403306,0.00415290822153094,"Individual hi",0.413333333333333,0.1
0.0319610175201075,0.0328574774575819,0.0318619653872624,0.0338529895279014,0.00872099131192031,0.0354960126598587,0.0299767923739887,0.0357116976583703,0.0244313942259021,0.0386624329612099,"Change Point",0.413333333333333,0.1
0.0641028579811562,0.00392690942633876,0.00440946361665304,0.00344435523602448,0.0019415001652742,0.00344994920154487,0.00404923146785111,0.00323261394123449,0.0031022039241985,0.00415481823013076,"Individual hi",0.44,0.1
0.099216947814516,0.0321999169937545,0.0317566523975333,0.0326431815899758,0.0121173674149144,0.0352044828932067,0.0297858989073406,0.0394642013949243,0.0198435596133085,0.0416932982781754,"Change Point",0.44,0.1
0.0654373971757641,0.0038949015858857,0.00437301581233999,0.00341678735943141,0.00195384665381591,0.00345125263446135,0.0041150567316842,0.00323785843569736,0.00314049676463563,0.00420243964080002,"Individual hi",0.466666666666667,0.1
0.00357002250481974,0.0322713963604634,0.0313772057427377,0.0331655869781891,0.014422548153512,0.0327254871681982,0.0280052435028078,0.0397115339877225,0.0178163685426332,0.0449458880972741,"Change Point",0.466666666666667,0.1
