"pval","Variance_hat","Variance_hat_comp1","Variance_hat_comp2","sdVariance_hat","Median_Variance","Median_Variance_comp1","Median_Variance_comp2","Q1_Variance","Q3_Variance","Method","delta","sigma"
0.000251485287602455,0.00236842091873428,0.002478635250316,0.00225820658715255,0.00122308877945747,0.00188241605723677,0.00187920991664443,0.00188241605723677,0.00176595841657544,0.00213941804885682,"Individual hi",0.05,0.1
0.306726138623805,0.00705620492242788,0.00718253756630736,0.00692987227854839,0.00129231894261836,0.00659000546553791,0.0066267809106596,0.00657173801953221,0.00617949508753064,0.00752877267979677,"Change Point",0.05,0.1
0.00114014013886937,0.00292531798348956,0.00309963426275372,0.0027510017042254,0.00142734164089552,0.00246982366424754,0.00252637261172096,0.00243010234343563,0.00219696025243734,0.00289976856383946,"Individual hi",0.125,0.1
0.477349976434601,0.00987740489244564,0.0101221571203389,0.00963265266455239,0.00154966637601009,0.00933474008143932,0.00942441676339944,0.00917870734640573,0.00877579683796545,0.0104527693966048,"Change Point",0.125,0.1
0.124621497685833,0.00407001513353518,0.00429639373776525,0.00384363652930512,0.0013558113165401,0.00355724428211158,0.00389567052314708,0.00335761450760421,0.00331809939940632,0.00422482387127314,"Individual hi",0.2,0.1
0.543105274048673,0.0145457914546949,0.0151335480591418,0.013958034850248,0.00179519761630448,0.0141684501946188,0.014876473039119,0.0135672327256334,0.0133009169958565,0.015234331060629,"Change Point",0.2,0.1
0.102672987379731,0.00433003267467738,0.00458745655324248,0.00407260879611228,0.00129241999358696,0.00386865020417083,0.00436513654972224,0.00359702885579222,0.0033237530287715,0.0053294516825594,"Individual hi",0.275,0.1
0.0301895399205476,0.0210517162111502,0.021673286627385,0.0204301457949154,0.00177727880246419,0.0208508326212553,0.0214871948553345,0.0199035511975546,0.0198472074238318,0.0218998939188155,"Change Point",0.275,0.1
0.00379857155218528,0.00424346686827317,0.00451572310253668,0.00397121063400966,0.0018299122707305,0.00337631498686547,0.00389293221209997,0.00304487998137339,0.00281631576382632,0.00562385432109628,"Individual hi",0.35,0.1
0.0956911846505242,0.0286307974544222,0.0289253134907686,0.0283362814180758,0.00261192215924979,0.0279827036659133,0.0284167928476561,0.02786584856862,0.0270464631426161,0.0305009929873301,"Change Point",0.35,0.1
0.00373178700954527,0.00425897915070212,0.00453037182076185,0.00398758648064238,0.00194505780562077,0.00333554494516652,0.00385334846724575,0.00300389480083996,0.00278993812929694,0.00558832144453425,"Individual hi",0.36,0.1
0.000475479224746225,0.0294266187092722,0.0294480294083073,0.0294052080102371,0.00322546017419777,0.0287315253085397,0.0285262712881994,0.0290461809051896,0.0272419316618006,0.0313511028906009,"Change Point",0.36,0.1
0.00368389189101631,0.00432905510589069,0.00459274955781074,0.00406536065397065,0.00230747238241195,0.00320189450937998,0.00378241299589153,0.00289812511031898,0.00276016552805211,0.00545219312101628,"Individual hi",0.386666666666667,0.1
0.0295802248484381,0.031885139838653,0.0314611555058896,0.0323091241714164,0.00437225058807118,0.0309421327374479,0.0300717342508598,0.0317225828709479,0.0288609577107618,0.033740054925612,"Change Point",0.386666666666667,0.1
0.0037895801711158,0.0044266933917565,0.00467331143583732,0.00418007534767568,0.00276203149164433,0.00319488837382264,0.00375880188944811,0.0028864726351961,0.00276769479265079,0.00527577526863046,"Individual hi",0.413333333333333,0.1
0.0508836553487749,0.0338112945059098,0.0330764034470359,0.0345461855647837,0.00567670812265281,0.0328692461116371,0.0301733540822839,0.0330586166447943,0.0295696949137593,0.0372973883545475,"Change Point",0.413333333333333,0.1
0.00400396849136302,0.00453477347831795,0.00475589154424046,0.00431365541239543,0.00329490058483427,0.00319462927526207,0.00379037547701493,0.00290301343538692,0.00279952186631784,0.00510153159589443,"Individual hi",0.44,0.1
0.00125605867520216,0.0350019499821188,0.0341508605063782,0.0358530394578595,0.00750028820481451,0.033140468792633,0.0302573132969767,0.0339395709623392,0.029641993635112,0.0391659316317453,"Change Point",0.44,0.1
0.00429129365532193,0.0046391105046269,0.00483063803258107,0.00444758297667273,0.00384061936991655,0.00320997841049895,0.00384461604521001,0.00294999513884116,0.00285320071839514,0.00500996935406314,"Individual hi",0.466666666666667,0.1
0.634574968146464,0.0353195474971991,0.0339293793589926,0.0367097156354057,0.0104506043057385,0.0321511815331754,0.0303767620679103,0.0333243339174157,0.0279369306311409,0.0418563398213654,"Change Point",0.466666666666667,0.1
0.0786843615436195,0.00472944612046148,0.00489264092006178,0.00456625132086118,0.00431134900432317,0.00326239785263347,0.00391536632851927,0.00301535494677854,0.00292594584983376,0.0049006751604703,"Individual hi",0.493333333333333,0.1
0.135217247128092,0.0354734415988006,0.0340074601649771,0.0369394230326242,0.0136660414075881,0.0301166134473788,0.0270908607484515,0.0322100482899252,0.0242097542629563,0.0461691294300386,"Change Point",0.493333333333333,0.1
0.0861420565296463,0.00479958753818403,0.00493996789523576,0.0046592071811323,0.00463513775118094,0.00334124792922332,0.00399844127230762,0.0030929433861724,0.00302041810799281,0.00488888445581009,"Individual hi",0.52,0.1
0.253442517048299,0.0349814149333964,0.0345142182479223,0.0354486116188706,0.016348488987233,0.02888294284872,0.0257918027133976,0.0305691936268723,0.0211146023410081,0.0453428014077973,"Change Point",0.52,0.1
0.0946128622040339,0.00484959517273073,0.00497626398839828,0.00472292635706317,0.00477440621604204,0.0034407181367418,0.00409208225552271,0.00317959241928436,0.00313960005879567,0.00492287931803225,"Individual hi",0.546666666666667,0.1
0.445631729144143,0.0340175498614221,0.0326055636361491,0.0354295360866952,0.018490091812011,0.0242369519248892,0.0240012582695236,0.02626436016452,0.0192862795696806,0.0500347821613446,"Change Point",0.546666666666667,0.1
0.103661126359183,0.0048797925703138,0.00500357652935327,0.00475600861127434,0.00472407874414892,0.00354557676334236,0.00419244929253425,0.00327269306512844,0.00324841966414287,0.00496185671826119,"Individual hi",0.573333333333333,0.1
