"Gene","neutrophil","macrophage","monocyte","granulocyte","CD4","memory.b"
1.33798076536513,1.33798076536513,0.375830774102044,0.663965449587195,4.31072539796212,1.01355164534022,3.36354261381697
1.86633807752746,1.86633807752746,8.32764492285961,0.970451153490518,2.60109025504098,0.392715491488642,1.08900641242027
0.660181726371269,0.660181726371269,3.35412619827628,0.59232654021831,2.85376231365554,0.0687247329902452,1.84765006776812
0.706528460912707,0.706528460912707,23.8059216731485,1.06786184884324,2.97170752957196,3.50681291876383,2.84135681282923
2.1292721543335,2.1292721543335,0.140404863657213,3.20197254177602,6.36324110167205,2.03815874555324,4.37557743489161
0.948895525250975,0.948895525250975,1.69261285435205,2.38586254738527,5.17698136314918,5.65288439987649,11.1977235570438
0.163102853843953,0.163102853843953,2.56332564830834,0.557271488805144,2.85355639218817,2.51230446807186,3.91577488293342
0.894955972409862,0.894955972409862,3.39280630410625,6.27410574622937,11.695241561333,2.66598770291274,8.45319719217549
0.26126994167789,0.26126994167789,2.99654115867282,0.941236049339502,2.54449721696108,1.33083288854533,5.02594794154683
3.77458557314499,3.77458557314499,10.3744631629504,4.09494309449229,16.9939924794559,5.76550749948526,9.73596214505069
0.369438042537403,0.369438042537403,16.85218367869,6.76873480305492,4.12198275384044,3.10856425912787,0.407634930598959
0.332628050384379,0.332628050384379,2.51627348117832,0.9720228815501,2.13058783753678,1.94383741409392,2.56652952075181
1.82341977784697,1.82341977784697,9.86912650852791,9.37027161105798,11.8730804678135,2.89780243208674,2.14831061190043
0.34772859101011,0.34772859101011,1.89761186233353,0.838174921705301,3.18698726305765,1.59028157676435,1.72112169913844
0.323696477078398,0.323696477078398,3.92140803177349,1.60463239490633,4.33552215018879,0.400043109670614,3.89273810713927
4.12019294421624,4.12019294421624,31.7197969762196,10.0794566116875,10.2790268195544,18.058251979576,18.9510796621507
1.12618212431955,1.12618212431955,7.05324039043576,6.38744913701717,10.3031430720941,2.86998338977013,6.83752333812391
1.11569529603244,1.11569529603244,4.93772984455638,5.23990860865686,6.27079674387916,6.45817577139686,4.80686640540916
0.464782370233579,0.464782370233579,5.98251074200331,0.853601740554066,4.21042193257522,1.01256864981929,1.62888960218358
0.0860549327677291,0.0860549327677291,0.569919628015004,1.03317518607101,2.86086173829726,0.484323019545849,2.22272938356969
3.84185210077945,3.84185210077945,3.13639288612112,3.84171686382133,5.36816745362338,8.06496519626404,15.9892409110874
0.674941201569771,0.674941201569771,5.00303496003783,1.03448324403014,5.83320752425768,6.23630349056042,6.01205838860082
1.23297935766562,1.23297935766562,5.02119074128432,6.92125458418222,5.2024401731528,6.75240040446179,4.75385259297287
1.56175957762035,1.56175957762035,7.01798003840278,2.95011746337912,4.58505602437262,2.91609158736483,0.419644671073079
1.97293805270956,1.97293805270956,1.39594623187993,11.5330946323782,6.28278045491314,5.19258029902473,11.077992225677
0.434104206926928,0.434104206926928,8.86322148162689,3.42389495770557,3.65559225017586,1.443860939938,2.79644306686527
6.34668917317737,6.34668917317737,3.09934873720205,3.57828502323544,5.87671846787672,3.29190889357686,2.78650418131618
9.87166007435574,9.87166007435574,10.4634150224341,14.1275843048907,13.1022653200614,6.11858692412207,2.43007170924615
2.69770755268991,2.69770755268991,8.85250329975585,6.85461889047235,8.5987316214558,2.00201462326683,12.5284862838682
0.998500269149332,0.998500269149332,3.68201101900394,0.993657044467957,2.30421267359524,2.15454164624726,5.09745800442195
1.39940089112454,1.39940089112454,10.8499102936247,5.47820339446596,19.0322171279365,6.80679964289791,1.25933535105181
0.0820033461393231,0.0820033461393231,0.541285570870543,0.391752577171426,1.50545840090296,1.27449530863532,0.125962454899215
0.303551521423783,0.303551521423783,4.04740954460337,0.761836898768043,1.47967909673629,0.519454863576698,1.33096428608379
1.62202389531383,1.62202389531383,8.59659234406792,3.70604877541207,1.93962186704268,3.165100230941,3.6288476309577
1.72515461434381,1.72515461434381,5.63903787172638,4.69950185724384,4.33620769174281,4.4058390576773,4.67298528630498
1.61973936696251,1.61973936696251,7.62936083197896,4.51979848105633,4.86825007979525,3.11983323402736,3.97329012323618
0.200973490888142,0.200973490888142,0.40699253134364,1.15625344874078,1.51808203927357,1.03207680242655,0.488514758364733
0.281767191307263,0.281767191307263,2.46470845126588,1.67781162422393,6.88338534179886,1.44179814693988,3.06568435215003
0.725877728272124,0.725877728272124,4.83402270606761,0.980294699124818,2.11088632807752,5.59742739768131,1.03018006717098
