"ENSG00000116649","ENSG00000179051","ENSG00000004487","ENSG00000117632","ENSG00000132780","ENSG00000116221","ENSG00000163399","ENSG00000066294","ENSG00000143198","ENSG00000069275","ENSG00000117691","ENSG00000143799","ENSG00000134308","ENSG00000143870","ENSG00000138095","ENSG00000115355","ENSG00000118640","ENSG00000158417","ENSG00000175701","ENSG00000152082","ENSG00000091436","ENSG00000115541","ENSG00000055044","ENSG00000114942","ENSG00000132182","ENSG00000178035","ENSG00000233276","ENSG00000163938","ENSG00000073792","ENSG00000004468","ENSG00000163453","ENSG00000124882","ENSG00000198498","ENSG00000134986","ENSG00000213585","ENSG00000184584","ENSG00000145912","ENSG00000124766","ENSG00000204287","ENSG00000137288","ENSG00000137309","ENSG00000124767","ENSG00000096384","ENSG00000118418","ENSG00000106268","ENSG00000106263","ENSG00000122644","ENSG00000006625","ENSG00000106355","ENSG00000106211","ENSG00000166508","ENSG00000105967","ENSG00000197157","ENSG00000283041","ENSG00000155660","ENSG00000120885","ENSG00000187840","ENSG00000104738","ENSG00000164687","ENSG00000175768","ENSG00000054148","ENSG00000165512","ENSG00000180817","ENSG00000127884","ENSG00000214026","ENSG00000110651","ENSG00000244398","ENSG00000244313","ENSG00000149136","ENSG00000134809","ENSG00000211450","ENSG00000124942","ENSG00000162302","ENSG00000175334","ENSG00000174547","ENSG00000084207","ENSG00000167792","ENSG00000110717","ENSG00000074201","ENSG00000060138","ENSG00000008394","ENSG00000111716","ENSG00000170515","ENSG00000166226","ENSG00000139343","ENSG00000120802","ENSG00000089220","ENSG00000110917","ENSG00000132341","ENSG00000173141","ENSG00000122025","ENSG00000120694","ENSG00000120675","ENSG00000136104","ENSG00000065150","ENSG00000100823","ENSG00000100911","ENSG00000119632","ENSG00000184990","ENSG00000140545","ENSG00000182054","ENSG00000130731","ENSG00000074071","ENSG00000171490","ENSG00000125148","ENSG00000140968","ENSG00000198931","ENSG00000108561","ENSG00000168961","ENSG00000159199","ENSG00000167085","ENSG00000239672","ENSG00000243678","ENSG00000224877","ENSG00000169689","ENSG00000176890","ENSG00000132205","ENSG00000167088","ENSG00000074695","ENSG00000167468","ENSG00000130332","ENSG00000099800","ENSG00000104964","ENSG00000074842","ENSG00000276043","ENSG00000174917","ENSG00000130816","ENSG00000105364","ENSG00000179271","ENSG00000130520","ENSG00000105677","ENSG00000105202","ENSG00000077312","ENSG00000125743","ENSG00000105472","ENSG00000101361","ENSG00000101347","ENSG00000093072","ENSG00000093010","ENSG00000099901","ENSG00000128228","ENSG00000250479","ENSG00000240972","ENSG00000100219","ENSG00000100297","ENSG00000241343","ENSG00000136824","ENSG00000179218","ENSG00000102054","ENSG00000148229","ENSG00000112118","ENSG00000092853","ENSG00000246705","ENSG00000108861","ENSG00000111142","ENSG00000178741","ENSG00000141385","ENSG00000169567","ENSG00000141759","ENSG00000129351","ENSG00000253729","ENSG00000110107","ENSG00000004779","ENSG00000166326","ENSG00000196498","ENSG00000257698","ENSG00000128487","ENSG00000125944","ENSG00000137563","ENSG00000079616","ENSG00000012061","ENSG00000005022","ENSG00000167325","ENSG00000162909","ENSG00000205339","ENSG00000089157","ENSG00000144354","ENSG00000092964","ENSG00000132646","ENSG00000105810","ENSG00000198856","ENSG00000087269","ENSG00000127922","ENSG00000115053","ENSG00000135905","ENSG00000144381","ENSG00000176978","ENSG00000087116","ENSG00000061794","ENSG00000103335","ENSG00000163584","ENSG00000006015","ENSG00000182718","ENSG00000172232","ENSG00000166598","ENSG00000173457","ENSG00000172590","ENSG00000172716","ENSG00000128050","ENSG00000123131","ENSG00000136261","ENSG00000108179","ENSG00000053371","ENSG00000114686","ENSG00000187109","ENSG00000160818","ENSG00000126457","ENSG00000163811","ENSG00000090013","ENSG00000166803","ENSG00000132507","ENSG00000198755","ENSG00000269893","ENSG00000102172","ENSG00000136315","ENSG00000180992","ENSG00000180879","ENSG00000119705","ENSG00000196305","ENSG00000100216","ENSG00000104613","ENSG00000130303","ENSG00000168393","ENSG00000142168","ENSG00000178952","ENSG00000136826","ENSG00000090266","ENSG00000164405","ENSG00000004399","ENSG00000135486","ENSG00000105373","ENSG00000095380","ENSG00000138363","ENSG00000155438","ENSG00000215021","ENSG00000089327","ENSG00000184752","ENSG00000128951","ENSG00000205544","ENSG00000083845","ENSG00000068724","ENSG00000167513","ENSG00000146731","ENSG00000196950","ENSG00000154146","ENSG00000100321","ENSG00000109685","ENSG00000135446","ENSG00000149485","ENSG00000163463","ENSG00000263015","ENSG00000231551","ENSG00000279753","ENSG00000253475","ENSG00000259007","ENSG00000180891","ENSG00000249863","ENSG00000258565","ENSG00000266111","ENSG00000169432","ENSG00000160211","ENSG00000263883","ENSG00000162066","ENSG00000092529","ENSG00000185278","ENSG00000163082","ENSG00000223584","ENSG00000259926","ENSG00000258526","ENSG00000205918","ENSG00000170323","ENSG00000224259","ENSG00000239920","ENSG00000196411","ENSG00000165895","ENSG00000240303","ENSG00000274259","ENSG00000144228","ENSG00000183762","ENSG00000145780","ENSG00000002726","ENSG00000142185","ENSG00000259583","ENSG00000285851","ENSG00000119402","ENSG00000198682","ENSG00000223891","ENSG00000261770","ENSG00000184730","ENSG00000279913","ENSG00000139890","ENSG00000276289","ENSG00000257258","ENSG00000003400","ENSG00000197782","ENSG00000266965","ENSG00000279434","ENSG00000272690","ENSG00000182183","ENSG00000143367","ENSG00000228363","ENSG00000275278","ENSG00000254709","ENSG00000267293","ENSG00000102882","ENSG00000181274","ENSG00000101146","ENSG00000253438","ENSG00000188783","ENSG00000065357","ENSG00000261596","ENSG00000188580","ENSG00000258944","ENSG00000277053","ENSG00000131203","ENSG00000111052","ENSG00000285938","ENSG00000143994","ENSG00000267430","ENSG00000256448","ENSG00000254275","ENSG00000104450","ENSG00000284930","ENSG00000146859","ENSG00000225342","ENSG00000006327","ENSG00000237827","ENSG00000261644","ENSG00000133317","ENSG00000157379","ENSG00000259935","ENSG00000207508","ENSG00000247853","ENSG00000273253","ENSG00000248019","ENSG00000157388","ENSG00000261573","ENSG00000154265","ENSG00000183049","ENSG00000280334","ENSG00000244480","ENSG00000265778","ENSG00000136367","ENSG00000272650","ENSG00000258745","ENSG00000137860","ENSG00000114656","ENSG00000206579","ENSG00000219163","ENSG00000138134","ENSG00000159189","ENSG00000165626","ENSG00000224672","ENSG00000279996","ENSG00000163081","ENSG00000204634","ENSG00000280402","ENSG00000233369","ENSG00000158578","ENSG00000279801","ENSG00000156738","ENSG00000239557","ENSG00000092068","ENSG00000134545","ENSG00000248559","ENSG00000139318","ENSG00000102921","ENSG00000197535","ENSG00000245281","ENSG00000101109","ENSG00000115085","ENSG00000025039","ENSG00000261242","ENSG00000163737","ENSG00000128655","ENSG00000205716","ENSG00000274799","ENSG00000155093","ENSG00000229325","ENSG00000272211","ENSG00000242808","ENSG00000163554","ENSG00000263916","ENSG00000155926","ENSG00000201942","ENSG00000273312","ENSG00000177238","ENSG00000260086","ENSG00000272366","ENSG00000177173","ENSG00000210174","ENSG00000106330","ENSG00000250608","ENSG00000108932","ENSG00000266900","ENSG00000272627","ENSG00000222112","ENSG00000166946","ENSG00000238005","ENSG00000254884","ENSG00000227383","ENSG00000237892","ENSG00000198146","ENSG00000285091","ENSG00000122547","ENSG00000139631","ENSG00000171119","ENSG00000248863","ENSG00000261971","ENSG00000280248","ENSG00000140287","ENSG00000143185","ENSG00000243335","ENSG00000105205","ENSG00000111537","ENSG00000281005","ENSG00000273133","ENSG00000252620","ENSG00000254995","ENSG00000107779","ENSG00000256812","ENSG00000225205","ENSG00000107317","ENSG00000278920","ENSG00000230789","ENSG00000173559","ENSG00000251393","ENSG00000225450","ENSG00000279227","ENSG00000236334","ENSG00000273797","ENSG00000228097","ENSG00000279917","ENSG00000111729","ENSG00000131471","ENSG00000252908","ENSG00000275569","ENSG00000196754","ENSG00000278829","ENSG00000161921","ENSG00000075399","ENSG00000157064","ENSG00000144815","ENSG00000236709","ENSG00000162777","ENSG00000236021","ENSG00000158828","ENSG00000205682","ENSG00000274512","ENSG00000123360","ENSG00000136197","ENSG00000129467","ENSG00000260093","ENSG00000263766","ENSG00000239887","ENSG00000279145","ENSG00000273033","ENSG00000121716","ENSG00000099999","ENSG00000143452","ENSG00000267365","ENSG00000185385","ENSG00000277558","ENSG00000161040","ENSG00000267312","ENSG00000116396","ENSG00000278961","ENSG00000138639","ENSG00000167261","ENSG00000168813","ENSG00000112419","ENSG00000139190","ENSG00000248858","ENSG00000090661","ENSG00000241772","ENSG00000227730","ENSG00000243650","ENSG00000119514","ENSG00000183091","ENSG00000266680","ENSG00000005844","ENSG00000281772","ENSG00000250254","ENSG00000145649","ENSG00000272941","ENSG00000253636","ENSG00000099866","ENSG00000023839","ENSG00000205791","ENSG00000049249","ENSG00000167608","ENSG00000264916","ENSG00000185189","ENSG00000228599","ENSG00000225195","ENSG00000273018","ENSG00000204390","ENSG00000158163","ENSG00000138613","ENSG00000185619","TrueCell"
1,1,0,15,0,1,2,0,0,7,0,0,0,0,0,10,3,4,3,4,0,2,3,6,0,1,25,1,0,0,2,87,3,0,2,4,1,0,1,1,3,1,0,1,1,0,10,0,1,1,1,1,2,2,3,2,0,1,0,0,3,0,3,0,6,0,2,7,3,1,3,12,0,2,1,8,0,2,1,1,2,1,1,1,3,14,0,2,6,2,3,0,2,1,1,1,1,0,3,3,1,1,4,2,0,2,2,1,0,0,0,0,1,0,0,0,1,1,1,2,1,1,1,1,0,1,0,3,2,1,0,1,1,5,0,0,4,3,0,6,1,0,4,8,1,5,2,6,5,0,0,1,4,0,6,3,1,3,2,0,1,0,0,7,3,0,2,5,3,1,1,2,0,0,2,26,0,1,0,0,0,0,1,3,0,1,0,2,1,1,0,0,9,3,10,0,1,2,0,0,0,0,0,1,1,1,2,1,5,2,2,13,0,0,1,2,3,1,0,0,0,2,1,2,3,2,2,2,0,12,1,1,0,2,1,7,1,2,0,6,0,0,0,0,7,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"granulocyte"
0,1,1,2,1,0,0,1,0,3,3,0,2,1,1,1,4,3,0,3,0,1,1,6,0,0,6,0,3,0,0,18,0,0,0,0,0,2,5,1,1,3,3,1,3,0,2,1,2,1,2,1,2,4,0,1,1,0,0,0,0,0,1,0,2,1,1,4,1,1,0,4,0,0,0,6,0,0,1,0,2,0,3,0,0,5,1,1,3,0,0,0,1,0,0,0,1,0,2,2,3,1,1,2,1,0,1,0,1,0,0,0,3,1,0,3,0,2,0,5,4,0,2,0,3,0,4,1,3,1,2,1,0,1,1,0,7,0,1,1,1,0,6,2,2,11,1,0,0,0,1,3,6,0,1,1,1,1,0,2,1,0,1,0,0,0,0,0,1,4,1,1,2,1,1,29,0,0,1,0,0,1,3,1,0,0,0,0,0,1,1,2,3,9,1,0,1,1,0,0,0,2,1,0,4,0,0,0,0,3,3,16,1,0,0,0,6,3,0,0,0,0,3,1,0,1,2,1,0,5,1,1,0,0,2,2,0,3,0,10,1,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"granulocyte"
0,0,0,5,1,0,1,0,1,3,1,0,0,0,0,1,1,1,0,4,0,0,0,7,2,1,6,0,0,0,1,18,0,0,0,1,3,0,0,2,2,1,1,0,3,0,2,0,0,1,2,0,1,2,0,2,2,0,0,0,0,0,0,0,1,1,5,4,0,1,1,2,2,1,0,11,1,1,0,2,1,0,0,0,0,5,1,0,1,0,0,2,1,0,0,0,2,1,2,2,1,1,0,0,0,0,2,0,0,0,0,0,3,0,0,2,1,1,0,1,1,0,0,0,0,1,1,0,0,2,0,1,0,2,0,1,1,0,0,0,1,1,4,3,0,8,0,1,0,0,0,2,3,0,2,1,1,2,0,3,3,0,0,0,0,0,2,0,0,5,1,2,2,0,0,16,0,1,0,1,0,0,2,2,0,1,1,2,0,2,3,1,3,8,5,0,0,0,0,0,0,0,1,0,5,1,0,1,2,0,1,4,0,0,0,1,4,1,0,0,0,3,1,0,2,3,1,2,0,4,2,0,0,0,2,2,0,2,1,5,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"granulocyte"
0,1,1,7,0,0,1,1,0,1,2,1,0,3,1,2,8,1,0,5,0,1,1,6,0,0,17,1,0,0,0,5,0,1,0,1,1,1,0,0,1,0,7,4,0,2,0,0,3,1,0,1,1,1,0,0,0,0,0,1,3,0,0,0,3,3,2,2,1,0,1,8,1,0,0,14,2,1,1,1,4,0,1,1,3,4,0,0,2,0,1,2,1,0,0,0,0,0,2,5,1,1,0,2,3,1,1,0,2,0,0,0,0,1,1,0,1,1,0,2,3,1,0,2,0,0,0,0,0,2,2,1,0,3,3,0,5,0,1,0,1,1,5,1,0,13,0,6,0,2,0,0,1,1,3,0,1,1,2,2,0,0,3,0,2,2,0,1,4,4,0,5,0,4,0,25,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,1,9,5,12,1,3,0,0,0,0,1,0,1,3,1,3,1,3,0,3,4,2,0,0,0,2,2,0,1,0,1,1,1,1,4,1,4,0,9,1,2,0,1,1,10,0,0,0,14,0,1,0,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"granulocyte"
0,2,0,1,0,0,1,0,1,4,0,1,2,0,0,6,8,1,0,4,0,1,0,1,0,1,11,0,0,0,1,10,1,0,1,3,0,4,1,0,1,0,2,0,0,0,1,1,0,1,0,1,1,3,0,0,1,0,0,0,1,0,0,0,1,1,0,3,2,3,0,7,0,2,0,1,1,1,1,0,0,0,0,4,1,3,0,0,1,3,0,2,0,0,0,0,1,1,0,2,1,2,1,0,1,3,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,2,0,1,1,1,1,0,1,0,0,2,1,2,0,4,3,0,0,1,0,1,0,0,4,1,3,0,1,0,0,1,1,2,1,0,1,0,3,0,0,0,0,3,0,0,2,1,4,0,2,0,1,1,16,0,0,0,0,0,0,3,1,0,1,0,0,0,0,2,1,8,0,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,4,0,0,0,0,4,1,0,0,1,2,0,1,0,0,1,0,0,4,0,1,0,0,2,2,0,0,1,4,2,0,1,1,7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"granulocyte"
1,0,1,4,0,2,0,0,0,3,0,2,2,1,1,0,9,0,1,5,0,1,1,12,1,0,12,0,2,0,1,3,0,0,1,1,1,1,0,2,1,0,7,1,3,2,0,2,1,8,1,2,0,7,1,0,1,0,1,2,0,0,0,1,2,1,2,9,0,0,3,0,0,0,1,8,1,0,0,0,4,2,6,0,0,0,1,2,1,2,0,0,1,0,0,1,1,2,1,0,0,2,5,0,0,0,2,4,0,1,0,0,2,0,2,0,0,3,0,3,4,1,1,0,2,1,2,0,2,2,0,1,2,4,7,2,1,0,1,1,2,1,6,4,1,9,0,6,1,3,2,0,0,0,1,3,1,3,1,1,1,0,1,2,1,2,1,0,0,1,0,2,2,0,1,16,2,1,0,0,0,1,2,4,1,3,0,1,0,0,9,0,2,15,6,1,3,1,1,0,1,1,1,0,3,1,0,0,4,1,1,6,1,0,0,0,5,0,0,0,0,1,0,0,1,0,1,7,1,6,0,1,1,0,1,5,0,0,2,7,0,0,1,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"granulocyte"
0,2,1,7,4,2,1,0,2,1,2,5,4,4,1,2,5,5,4,4,0,1,0,9,2,1,22,2,1,0,2,2,1,1,4,0,0,2,3,2,1,2,5,0,2,0,0,2,2,0,4,1,1,5,0,0,4,3,2,1,0,0,1,1,2,2,2,7,1,4,1,11,2,0,2,16,1,5,0,1,2,1,3,2,3,6,0,0,2,0,0,2,3,5,0,0,3,2,4,5,7,0,4,2,0,2,3,1,4,4,1,1,4,0,3,2,1,1,0,4,4,2,5,2,2,1,4,2,0,3,0,0,0,4,2,2,6,2,3,2,2,2,7,1,3,13,0,8,1,0,4,9,2,0,2,6,0,7,2,2,1,0,4,1,0,0,0,1,0,3,2,8,0,4,1,38,2,2,4,0,1,1,4,3,0,2,3,1,1,1,1,2,10,0,6,0,2,1,0,0,0,2,1,0,1,0,2,0,4,0,2,8,0,0,0,1,7,2,0,0,0,5,1,5,2,0,1,5,1,7,1,2,0,1,0,9,4,11,4,13,1,3,1,1,11,0,2,1,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"granulocyte"
0,2,0,4,2,1,1,0,1,7,2,1,1,1,0,1,3,1,2,10,0,1,0,4,1,0,10,0,0,1,0,12,0,1,0,0,0,0,0,2,1,0,4,0,2,1,3,0,2,1,0,0,1,3,0,0,1,0,0,0,1,1,1,3,4,1,3,0,1,1,1,2,2,4,0,11,1,3,1,1,1,2,1,0,0,4,0,0,5,0,0,0,1,1,0,0,5,0,1,3,0,3,1,0,0,1,5,0,1,1,0,0,7,1,4,2,1,2,0,5,2,2,5,2,0,1,0,1,0,4,3,1,2,3,1,1,7,2,0,1,3,1,4,0,0,17,0,4,0,2,0,0,5,1,3,2,0,3,0,2,0,3,3,0,0,1,1,1,0,6,0,0,2,0,1,23,0,2,1,0,1,0,1,0,1,3,1,0,0,0,0,1,9,1,5,0,3,1,0,1,0,0,0,0,3,0,0,0,1,0,2,7,0,1,1,0,7,1,1,1,0,4,0,1,1,2,8,2,0,3,1,2,0,0,0,4,0,1,2,8,4,1,2,1,7,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"granulocyte"
1,0,1,5,1,0,0,0,1,3,1,1,0,0,0,1,1,2,0,2,0,2,3,1,1,0,6,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,1,0,1,0,1,0,1,0,1,1,3,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,1,7,0,0,0,5,3,0,0,0,0,0,2,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,4,4,0,0,0,0,1,2,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,1,8,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,1,1,2,1,0,0,0,1,1,1,0,1,0,19,0,0,0,0,0,0,2,1,0,0,1,0,0,2,1,0,3,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0,4,3,0,1,0,2,0,0,0,0,5,0,0,1,3,2,1,0,5,1,0,0,0,0,3,0,1,1,5,0,1,1,1,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"granulocyte"
