"pval","Variance_hat","sdVariance_hat","Time","Median_Variance","Q1_Variance","Q3_Variance","Method","delta","sigma","n"
0.00377755369078826,0.200201892019408,0.091455507915812,1.41408228874207,0.21527822093788,0.105216338196145,0.252857217531843,"Individual hi",0.5,1,20
0.819638996714547,0.425969948051508,0.151297110293327,2.37564015388489,0.407958511233194,0.323640384954978,0.521205131067242,"Change Point",0.5,1,20
0.0143802256495795,0.763858109452761,0.547808542694636,0.00226354598999023,0.534962297007818,0.522144142053785,0.661464355474009,"Individual hi",5,1,20
0.752985707510756,2.1791958671362,1.60835866993396,2.22351217269897,1.19820369645793,0.944725793992506,3.29039362070242,"Change Point",5,1,20
0.0255573763310093,0.710256325580473,0.056535257224406,0.00250339508056641,0.696076525325769,0.669678061112013,0.728482934718155,"Individual hi",10,1,20
0.795920269205605,0.764019349525067,0.278598592226353,1.97397470474243,0.682920089918772,0.653908092566524,0.716450082529366,"Change Point",10,1,20
0.000124981436738698,0.0871614376679611,0.0795146608945909,0.00308513641357422,0.0584896089522115,0.0416738321473472,0.0939890600569251,"Individual hi",0.5,1,50
0.0105483466109805,0.328335816194889,0.0927178012250691,7.12558460235596,0.299033012265997,0.269817654468481,0.360037497376666,"Change Point",0.5,1,50
0.00822403749123553,0.348171005101068,0.3464858377692,0.0031735897064209,0.284238603880511,0.15648454415659,0.373579763803361,"Individual hi",5,1,50
0.0108649620028124,1.75558030521814,1.4779321675785,5.41357326507568,0.903989453865335,0.708567085760601,2.36132865648533,"Change Point",5,1,50
0.00930805841481096,0.425189551770555,0.108075347995798,0.00309085845947266,0.492398948405882,0.29855614612854,0.515875194417388,"Individual hi",10,1,50
0.268882697829837,0.498513078514048,0.168956669826429,4.95390748977661,0.527924097562194,0.341926833452705,0.593102842750703,"Change Point",10,1,50
0.014980406284563,0.186386088704707,0.122720099894858,0.00525689125061035,0.133978731671734,0.111129700903388,0.246504391482796,"Individual hi",0.5,1,100
0.666944590169635,0.592250424210047,0.150387099231023,19.0015997886658,0.547425844439094,0.475623561948887,0.69164446980185,"Change Point",0.5,1,100
0.195657465237177,0.364745906608545,0.237107817612172,0.00532317161560059,0.330610595169394,0.219036103590224,0.409819565957092,"Individual hi",5,1,100
0.072629567761091,2.57698362449004,1.39736359600684,12.0328085422516,2.09529667292791,1.48504912657784,3.96633488207716,"Change Point",5,1,100
0.619291497759791,0.496615376222445,0.138092030794319,0.00505733489990234,0.556682930365902,0.347886181752157,0.604914237916743,"Individual hi",10,1,100
0.2463627708499,0.899128074312846,0.760319596287261,10.7866990566254,0.814761349519876,0.492104365987994,0.968963219276613,"Change Point",10,1,100
1.10016566646565e-17,0.169257369558722,0.109641668446389,0.0471251010894775,0.125047146395964,0.114897474456311,0.173919457343,"Individual hi",0.5,1,500
0.00525628235596646,0.626893561337983,0.110561002134497,179.275128126144,0.591371489610319,0.531171926616093,0.687903999209127,"Change Point",0.5,1,500
6.63505313184437e-12,0.273665491228431,0.26958219944076,0.0566084384918213,0.186092658041344,0.171792806468266,0.247718433118398,"Individual hi",5,1,500
1.59059209114227e-06,3.78526689947059,0.778823744002856,97.3206126689911,3.70327016849353,3.1901824560527,4.13464243301555,"Change Point",5,1,500
3.85837108171769e-08,0.336178922651131,0.125795781259185,0.0503435134887695,0.291683725015488,0.270073535759551,0.354693485213492,"Individual hi",10,1,500
0.310758178378332,1.42395644622807,1.96370247878319,68.0291430950165,0.842771651749642,0.779856817094089,1.02653120575465,"Change Point",10,1,500
1.52847699974914e-36,0.137569177575689,0.094050392114102,0.178101539611816,0.0960433692444878,0.0886796388397022,0.13881475901961,"Individual hi",0.5,1,1000
0.00403069331337287,0.658181445409984,0.117399943504536,528.109431266785,0.622061520928654,0.558211559180427,0.726153390611811,"Change Point",0.5,1,1000
6.27386482915324e-24,0.232851752962285,0.26391422781829,0.187829732894897,0.160143081324997,0.141727989837566,0.2073245226351,"Individual hi",5,1,1000
2.07401651014638e-11,3.8204356644753,0.818818118639607,264.916952848434,3.69979963540018,3.15959177800091,4.30156886703577,"Change Point",5,1,1000
1.23522392230573e-15,0.290591981611475,0.361668280252423,0.188315391540527,0.22862931677059,0.207620802591105,0.28206460413525,"Individual hi",10,1,1000
0.0694541168302042,1.48842981935809,2.38205315721279,174.156329631805,0.838547751475704,0.793187968791174,1.01827977166682,"Change Point",10,1,1000
