"pval","Variance_hat","sdVariance_hat","Time","Median_Variance","Q1_Variance","Q3_Variance","Method","delta","sigma","n"
0.104065415504399,0.16396119889286,0.102721713026786,1.2191789150238,0.121083754693658,0.0918719473346065,0.224367674015294,"Individual hi",0.5,1,20
0.936403904697931,0.307133540391278,0.131040552720501,2.52812647819519,0.275666278538006,0.222841721859779,0.408395595601771,"Change Point",0.5,1,20
0.298600310189444,0.383813585028273,0.171473946546669,0.00226759910583496,0.327210872880185,0.311881783417004,0.353271546484844,"Individual hi",5,1,20
0.0441102933046762,0.652072899852748,0.386752340033025,2.16801738739014,0.478872106396851,0.399169631810669,0.718452193080395,"Change Point",5,1,20
0.345643525309898,0.44694897368102,0.0605046569579178,0.00250411033630371,0.442496470127533,0.395959440862044,0.48469655967411,"Individual hi",10,1,20
0.3271858327433,0.415947527484148,0.0817089272759538,1.93699836730957,0.405453360886639,0.372981422850974,0.429391229460396,"Change Point",10,1,20
0.111726441785597,0.144585818519944,0.131366506228804,0.0033881664276123,0.11670210254297,0.069197933248014,0.171632732557253,"Individual hi",0.5,1,50
0.995705587316301,0.417851620330066,0.127131227372623,7.55733728408813,0.387734914215146,0.321244949267576,0.448297797018189,"Change Point",0.5,1,50
0.51934538537292,0.388418531783824,0.266239502104246,0.00333547592163086,0.286165015101192,0.256183130546459,0.411472147894754,"Individual hi",5,1,50
0.635036427277031,1.66251604838611,1.30372544564548,5.48395347595215,1.12765989778214,0.586303346707817,2.2800525335216,"Change Point",5,1,50
0.812615306447909,0.515189681988779,0.149393732043467,0.00307345390319824,0.470964520756641,0.419010549048161,0.542077728845009,"Individual hi",10,1,50
0.200387815112051,0.624364084591669,0.23486099668605,5.10911846160889,0.600625145879135,0.446923930895669,0.743003285038107,"Change Point",10,1,50
0.00456513236703294,0.166059391608989,0.0969947301187803,0.00518989562988281,0.13174241159456,0.124139708505684,0.138039739156263,"Individual hi",0.5,1,100
0.266094281205995,0.58070042917392,0.1082856143789,18.5547013282776,0.538675009014559,0.521148173063862,0.592644501375358,"Change Point",0.5,1,100
0.113917203369723,0.436241222228843,0.451326713336795,0.00530576705932617,0.310088589429999,0.260026083878174,0.446585994178692,"Individual hi",5,1,100
0.0388016589072587,3.33384541881834,1.13309538784336,12.620885848999,3.07251840305868,2.49064371451131,4.37675520048973,"Change Point",5,1,100
0.23174929319527,0.533837082249209,0.22680567831688,0.00519132614135742,0.520517792952591,0.407440024573712,0.588742655945982,"Individual hi",10,1,100
0.724023567082315,1.34226817919154,2.5089902140883,10.587986946106,0.825677239540373,0.566663082246954,0.96302453308615,"Change Point",10,1,100
3.10909256598528e-15,0.140706855873334,0.0996256565193816,0.0496768951416016,0.11593143800299,0.0916883417048156,0.14276293364432,"Individual hi",0.5,1,500
0.00439685328295208,0.629777983104746,0.121384436271947,170.625298261642,0.60173113718808,0.53051768220804,0.711974814458966,"Change Point",0.5,1,500
2.56135380883321e-08,0.258885704679113,0.261298022369824,0.0576369762420654,0.190557921388388,0.16440372983472,0.255334773458534,"Individual hi",5,1,500
3.04659993825212e-09,3.73843304007695,0.892645650564484,98.8838934898376,3.88632540645962,3.02351580494304,4.30016267512701,"Change Point",5,1,500
5.5879864269183e-06,0.336858708725189,0.112132014003007,0.049910306930542,0.296470101810855,0.265320483396098,0.364435079590075,"Individual hi",10,1,500
0.367476911841008,1.32151130483651,1.55620408081573,67.0473599433899,0.84819654463356,0.766090330335773,1.06977185161972,"Change Point",10,1,500
2.62234277734842e-39,0.115311078650159,0.102517668779588,0.18403697013855,0.0801137164591984,0.0738692011164657,0.105588380655887,"Individual hi",0.5,1,1000
3.83377622027984e-05,0.666499506289324,0.109637882878185,510.056902885437,0.625738313734159,0.582545453916784,0.717673313904371,"Change Point",0.5,1,1000
9.05348277156157e-23,0.220546541219585,0.21913468358965,0.187700986862183,0.150174125935229,0.132041140990925,0.212726167548605,"Individual hi",5,1,1000
5.02929664332833e-23,3.99509483604463,0.888329573885771,265.886074066162,4.10203812420779,3.28056305944463,4.42811096139963,"Change Point",5,1,1000
5.64425467079914e-14,0.314788217324513,0.904909358249427,0.183645486831665,0.229852163271271,0.205724581705611,0.303168461109055,"Individual hi",10,1,1000
0.034789676871379,1.58527147534686,2.22177507693116,163.089780807495,0.889795288730627,0.837002099018458,1.14090725744405,"Change Point",10,1,1000
