"pval","Variance_hat","sdVariance_hat","Time","Median_Variance","Q1_Variance","Q3_Variance","Method","delta","sigma","n"
0.629861284666337,0.419474402956798,0.103888926678527,1.31643581390381,0.380620809773213,0.321942440793723,0.533871669649922,"Individual hi",0.5,1,20
0.452053403428223,0.715118213926266,0.12494305565213,2.51411843299866,0.729435709922701,0.628887559603084,0.778285027713045,"Change Point",0.5,1,20
0.647280409956355,0.824171281307961,1.16319558698543,0.00226163864135742,0.46686963784523,0.386305885137548,0.651561135785103,"Individual hi",5,1,20
0.168579030095923,1.6441229945179,1.76911545747618,2.22322010993958,0.98306159458561,0.634492931157017,1.65507313144306,"Change Point",5,1,20
0.739912465838542,0.78983899636602,0.554826669064471,0.00248527526855469,0.667093761189515,0.623169285157501,0.7152307329607,"Individual hi",10,1,20
0.450544253489189,1.13981733696374,2.30703301598503,1.92497181892395,0.645235408832167,0.521465514161191,0.688494348288769,"Change Point",10,1,20
0.656645616110089,0.303034017457474,0.0894439987255536,0.00305819511413574,0.273359214314893,0.260418573854264,0.307061559194288,"Individual hi",0.5,1,50
0.62440828814512,0.632806103304384,0.150165656337261,8.12211346626282,0.630584016778885,0.547860610302943,0.70940856391563,"Change Point",0.5,1,50
0.368205072370167,0.553442423932592,0.352375968514023,0.00306463241577148,0.470062031932327,0.409224038563571,0.542761975051258,"Individual hi",5,1,50
0.26659762005634,2.84200412599917,1.54309882455243,5.84831953048706,2.20797067329018,1.69113328394599,4.09601098973496,"Change Point",5,1,50
0.279076584743629,0.664667261526919,0.0844869804675357,0.0030968189239502,0.710760219482739,0.566377969510859,0.737258647744092,"Individual hi",10,1,50
0.961786678282921,1.01759718282397,0.861508543619946,5.06270408630371,0.823004230572894,0.689328996802187,0.949791694297965,"Change Point",10,1,50
5.52213108350621e-05,0.198686574929466,0.144318140069078,0.00519633293151855,0.167966638701926,0.147123228806627,0.18627364014774,"Individual hi",0.5,1,100
0.28366970035102,0.65814196275528,0.126732275541147,18.5032641887665,0.617902407432762,0.60105310621197,0.661912030926904,"Change Point",0.5,1,100
0.00828785621529552,0.484980669232142,0.273459253124472,0.00554776191711426,0.399551476918155,0.365570410945171,0.430646541241241,"Individual hi",5,1,100
0.119078151485091,3.73507032497265,0.793071513332038,14.6086146831512,3.89942918411289,3.08707457093311,4.20444705279633,"Change Point",5,1,100
0.291053211012076,0.601355913478143,0.145681087720582,0.00535130500793457,0.559538801837962,0.529652380272862,0.612149374482435,"Individual hi",10,1,100
0.394734613725856,1.38847082941155,1.11763842274809,10.8545317649841,1.04905475563352,0.829840483443115,1.32740756073392,"Change Point",10,1,100
1.13199882409982e-21,0.1676467577914,0.110258939359772,0.0539627075195312,0.124399841031218,0.114951849925541,0.181516960002406,"Individual hi",0.5,1,500
0.0162108348902678,0.670488187869702,0.123005657324846,176.140942811966,0.633472172658844,0.563316399258965,0.746513859072318,"Change Point",0.5,1,500
9.33460720964488e-15,0.280055425974774,0.258135268100948,0.050062894821167,0.200514516409234,0.186362205380919,0.272258762484229,"Individual hi",5,1,500
3.15125525738889e-09,3.86230210650154,0.699246011133287,104.637612581253,3.86309368133688,3.26846435045164,4.10039107440036,"Change Point",5,1,500
6.19430589394901e-10,0.462469903010097,1.43763493181605,0.0590057373046875,0.301589170318592,0.291510972385246,0.36616881472204,"Individual hi",10,1,500
0.525378766522995,1.70137228879599,2.72380096064434,69.035736322403,0.893389651176554,0.840010492691758,1.11632636911602,"Change Point",10,1,500
1.55281603694606e-39,0.139346612378573,0.104139570818226,0.185120344161987,0.110949704124047,0.100586356810502,0.12934001082557,"Individual hi",0.5,1,1000
7.48041710807455e-08,0.661715378634768,0.100462104269531,511.796101808548,0.642072507410557,0.578326199215366,0.713936650917981,"Change Point",0.5,1,1000
5.66242195195837e-24,0.232140836790515,0.291764523204246,0.189989566802979,0.159721158577821,0.150793831505114,0.192806584173559,"Individual hi",5,1,1000
5.37753313060557e-15,4.07594069197275,0.760876578396143,293.604573011398,4.205322064643,3.34003302183988,4.38560186440164,"Change Point",5,1,1000
3.70485965942721e-17,0.339613671816973,1.0320700556786,0.185359239578247,0.233265462056003,0.222917105793701,0.272014759615117,"Individual hi",10,1,1000
0.972489108291136,1.5598315814406,2.26900036529346,174.941736459732,0.882787767867607,0.830736139763056,1.11014220850128,"Change Point",10,1,1000
